v1,v2
ham,\ER
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL
ham,Thanks. Fills me with complete calm and reassurance! 
spam,You have an important customer service announcement from PREMIER.
spam,"449050000301 You have won a å£2,000 price! To claim, call 09050000301."
ham,"\OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX\"""""
ham,ÌÏ still attending da talks?
ham,Haha i think i did too
ham,Thanks for loving me so. You rock
ham,"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat..."
spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com"
ham,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?"
ham,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c
ham,Ok but tell me half an hr b4 u come i need 2 prepare.
ham,Like a personal sized or what
spam,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity 
ham,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee..."
ham,Or i go home first lar Ì_ wait 4 me lor.. I put down my stuff first..
ham,I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.
ham,"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing"
ham,I jokin oni lar.. ÌÏ busy then i wun disturb Ì_.
ham,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-)
ham,R Ì_ going 4 today's meeting?
ham,"Almost there, see u in a sec"
ham,U meet other fren dun wan meet me ah... Muz b a guy rite...
spam,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062."
ham,I just really need shit before tomorrow and I know you won't be awake before like 6
ham,In meeting da. I will call you
ham,"That's fine, I'll bitch at you about it later then"
ham,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-)
ham,I thk 50 shd be ok he said plus minus 10.. Did Ì_ leave a line in between paragraphs?
ham,"Sorry, I'll call later"
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
spam,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?
ham,Lovely smell on this bus and it ain't tobacco... 
ham,Have you not finished work yet or something?
ham,Thats cool. i liked your photos. You are very sexy!
ham,Happy birthday... May all ur dreams come true...
ham,"Sorry,in meeting I'll call later"
ham,Surly ill give it to you:-) while coming to review.
ham,Great! I have to run now so ttyl!
ham,The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.
ham,I am going to sleep. I am tired of travel.
ham,Rofl. Its true to its name
ham,"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz..."
ham,No no. I will check all rooms befor activities
ham,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May"
ham,I liked the new mobile
ham,It is a good thing I'm now getting the connection to bw
spam,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO"
ham,Sorry . I will be able to get to you. See you in the morning.
ham,"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed."
ham,Lol ok. I'll snatch her purse too.
ham,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.
ham,I had askd u a question some hours before. Its answer
ham,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)"
ham,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?
ham,Ok. How many should i buy.
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
spam,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send \go stop\"" to 89123"""
spam,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+
ham,Change again... It's e one next to escalator...
ham,I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!
ham,Super da:)good replacement for murali
ham,Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.
ham,Dude sux for snake. He got old and raiden got buff
ham,My sister got placed in birla soft da:-)
ham,"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word"
ham,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.
ham,Jordan got voted out last nite!
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
ham,Headin towards busetop
ham,Haven't left yet so probably gonna be here til dinner
ham,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"""
ham,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...
ham,Ok
ham,"Until 545 lor... Ya, can go 4 dinner together..."
spam,Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX å£1.50
ham,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you
ham,"I think we're going to finn's now, come"
ham,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time"
ham,Yeah it's jus rite...
ham,Yes.. now only saw your message..
ham,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not
ham,"Alright we're hooked up, where you guys at"
spam,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end
ham,You were supposed to wake ME up &gt;:(
ham,Change windows logoff sound..
ham,I'm going for bath will msg you next  &lt;#&gt;  min..
ham,A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:)
spam,"WELL DONE! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins"
ham,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel"
ham,Prabha..i'm soryda..realy..frm heart i'm sory
ham,"Cool, I'll text you in a few"
ham,Great. Have a safe trip. Dont panic surrender all.
ham,Sir send to group mail check it.
ham,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm
spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
ham,Sounds great! Im going to sleep now. Have a good night!
ham,So wat's da decision?
ham,Ya! when are Ì_ taking ure practical lessons? I start in june..  
ham,Ay wana meet on sat?Ì_ wkg on sat?
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
ham,ok. I am a gentleman and will treat you with dignity and respect.
spam,"Final Chance! Claim ur å£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Subs 16"
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
ham,Ok no prob...
ham,HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX
ham,He also knows about lunch menu only da. . I know
ham,I'll text now! All creepy like so he won't think that we forgot
ham,"Awesome question with a cute answer: Someone asked a boy \how is ur life?\"" . . He smiled &amp; answered: . . \""She is fine!\"" Gudnite"""
spam,WINNER! As a valued network customer you hvae been selected to receive a å£900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM
ham,"And that's fine, I got enough bud to last most of the night at least"
ham,Also andros ice etc etc
ham,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough Û_"
ham,"No, I decided that only people who care about stuff vote and caring about stuff is for losers"
spam,FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts
ham,\HEY KATE
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! "
ham,"I prefer my free days... Tues, wed, fri oso can... ÌÏ ask those workin lor..."
spam,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!"
ham,Okay... We wait ah
ham,HI ITS KATE CAN U GIVE ME A RING ASAP XXX
ham,Senthil group company Apnt 5pm.
spam,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412
ham,The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?
ham,Wat would u like 4 ur birthday?
spam,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec å£1.50ea. OTBox 731 LA1 7WS. )"
ham,No let me do the math. Your not good at it.
ham,Both :) i shoot big loads so get ready!
spam,"Thanks for your ringtone order, ref number R836. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069154"
spam,As a Registered Subscriber yr draw 4 a å£100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062
ham,U coming 2 pick me?
spam,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!
ham,"sry can't talk on phone, with parents"
ham,Just come home. I don't want u to be miserable
ham,"Sorry im getting up now, feel really bad- totally rejected that kinda me thing."
ham,K I'll be sure to get up before noon and see what's what
ham,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon
ham,hanks lotsly!
ham,"Aight, tomorrow around  &lt;#&gt;  it is"
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only
ham,"\Im on gloucesterroad what are uup to later?\"""""
ham,No. She's currently in scotland for that.
ham,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... "
ham,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?"
ham,Thats cool. i am a gentleman and will treat you with dignity and respect.
ham,Ha ha ha good joke. Girls are situation seekers.
spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.
ham,In sch but neva mind u eat 1st lor..
ham,Now project pa. After that only i can come.
ham,Lol well don't do it without me. We could have a big sale together.
ham,Po de :-):):-):-):-). No need job aha.
ham,"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit"
spam,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed
ham,Tell them the drug dealer's getting impatient
spam,As a registered optin subscriber ur draw 4 å£100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts
ham,"Wat time liao, where still got."
ham,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.
ham,U still painting ur wall?
spam,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!"
spam,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q="
ham,So when do you wanna gym harri
ham,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing 
ham,"Call me. I m unable to cal. Lets meet bhaskar, and deep"
ham,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;"
ham,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..
ham,Mmm thats better now i got a roast down me! iåÕd b better if i had a few drinks down me 2! Good indian?
ham,So now my dad is gonna call after he gets out of work and ask all these crazy questions.
ham,Dear are you angry i was busy dear
ham,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai.........."
ham,"Sir, I am waiting for your mail."
ham,"Gosh that , what a pain. Spose I better come then."
ham,"Aight, you close by or still down around alex's place?"
ham,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*"
ham,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today."
ham,I cant pick the phone right now. Pls send a message
ham,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U"
ham,Great. P diddy is my neighbor and comes for toothpaste every morning
ham,"K so am I, how much for an 8th? Fifty?"
ham,"When you just put in the + sign, choose my number and the pin will show. Right?"
ham,"K, want us to come by now?"
ham,Lol for real. She told my dad I have cancer
ham,He remains a bro amongst bros
ham,U still going to the mall?
ham,Bbq this sat at mine from 6ish. Ur welcome 2 come
ham,I think the other two still need to get cash but we can def be ready by 9
spam,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
ham,Not getting anywhere with this damn job hunting over here!
ham,I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX
ham,Okie but i scared u say i fat... Then u dun wan me already...
ham,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds.."
ham,Oh that was a forwarded message. I thought you send that to me
ham,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch..."
ham,Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...
ham,"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?"
ham,"Sorry, I'll call later"
ham,"Babe, I'm back ... Come back to me ..."
ham,"Like  &lt;#&gt; , same question"
ham,Shb b ok lor... Thanx...
spam,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins."
ham,"Total disappointment, when I texted you was the craziest shit got :("
ham,Happy new year to u too!
ham,Where did u go? My phone is gonna die you have to stay in here
ham,Yes:)here tv is always available in work place..
ham,Raviyog Peripherals bhayandar east
ham,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota
spam,Dear Subscriber ur draw 4 å£100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062
spam,"This is the 2nd time we have tried 2 contact u. U have won the å£750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate."
ham,Full heat pa:-) i have applyed oil pa.
ham,"Ask g or iouri, I've told the story like ten times already"
spam,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw
ham,It certainly puts things into perspective when something like this happens
ham,K k:) sms chat with me.
ham,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.
ham,I think if he rule tamilnadu..then its very tough for our people.
ham,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy"
ham,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.
ham,Going to take your babe out ?
ham,Waiting for your call.
ham,ARE YOU IN TOWN? THIS IS V. IMPORTANT
ham,Its going good...no problem..but still need little experience to understand american customer voice...
ham,"\Hey! do u fancy meetin me at 4 at cha åÐ hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x\"""""
ham,How much is blackberry bold2 in nigeria.
ham,Yo you around? A friend of mine's lookin to pick up later tonight
ham,Howz pain.it will come down today.do as i said ystrday.ice and medicine.
ham,Can you pls send me that company name. In saibaba colany
ham,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me"
ham,Prabha..i'm soryda..realy..frm heart i'm sory
ham,LMAO where's your fish memory when I need it?
ham,"Yes..but they said its IT.,"
ham,Yeah right! I'll bring my tape measure fri!
ham,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8
ham,K I'll call you when I'm close
ham,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to \DRINK\"". . . But don't \""DRIVE \"""""
ham,Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola
ham,"Sir, i am waiting for your call."
ham,Was the farm open?
ham,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here
ham,If I die I want u to have all my stuffs.
ham,"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'"
ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
ham,I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga
ham,"Aight, we'll head out in a few"
ham,Anything lor if they all go then i go lor...
ham,Siva is in hostel aha:-.
ham,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG
ham,"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo"
ham,I need... Coz i never go before 
spam,88800 and 89034 are premium phone services call 08718711108
ham,Can Ì_ call me at 10:10 to make sure dat i've woken up...
ham,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over."
ham,I am late. I will be there at
ham,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola
ham,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONåÕT LIKE ME LIKE THAT SO DONåÕT WORRY."
ham,Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore
ham,"I'm not coming over, do whatever you want"
ham,U WILL SWITCH YOUR FONE ON DAMMIT!!
ham,We're on the opposite side from where we dropped you off
spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a å£150 prize. To collect is easy. Just call 09061743386 
ham,"Damn, can you make it tonight or do you want to just wait til tomorrow"
ham,I plane to give on this month end.
ham,No:-)i got rumour that you going to buy apartment in chennai:-)
ham,The hair cream has not been shipped.
spam,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Callså£1/minMobsmoreLKPOBOX177HP51FL
spam,"You have been specially selected to receive a \3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo"""
ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND"
ham,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx
ham,Convey my regards to him
ham,"Carlos took a while (again), we leave in a minute"
ham,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries
ham,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun
ham,"As in missionary hook up, doggy hook up, standing...|"
ham,Yup i thk cine is better cos no need 2 go down 2 plaza mah.
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p
ham,So u wan 2 come for our dinner tonight a not?
ham,I cant pick the phone right now. Pls send a message
ham,Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x
ham,Ok...
ham,Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.
ham,"Nothing much, chillin at home. Any super bowl plan?"
ham,Re your call; You didn't see my facebook huh?
ham,Just buy a pizza. Meat lovers or supreme. U get to pick.
ham,I just lov this line: \Hurt me with the truth
ham,Ok i shall talk to him
spam,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 å£3/wk 087016248
ham,I'll reach in ard 20 mins ok...
spam,ringtoneking 84484
ham,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705
ham,when you and derek done with class?
ham,S'fine. Anytime. All the best with it.
ham,Please tell me you have some of that special stock you were talking about
ham,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb"
ham,Ok thanx...
ham,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?
ham,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!"
ham,Is ur paper in e morn or aft tmr?
ham,Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash
ham,U can call me now...
ham,Carlos says he'll be at mu in  &lt;#&gt;  minutes
ham,Really dun bluff me leh... U sleep early too. Nite...
spam,Win a å£1000 cash prize or a prize worth å£5000
spam,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX
ham,So u gonna get deus ex?
ham,"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too. "
ham,i cant talk to you now.i will call when i can.dont keep calling.
ham,&lt;#&gt;  am I think? Should say on syllabus
ham,Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.
ham,"Sorry, I'll call later"
ham,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same."
ham,Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.
ham,"Hey , is * rite u put åÈ10 evey mnth is that all?"
ham,Which channel:-):-):):-).
ham,"Aight no rush, I'll ask jay"
ham,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam
ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?"
ham,"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs"
ham,Did he just say somebody is named tampa
ham,Ok lor Ì_ reaching then message me.
spam,Would you like to see my XXX pics they are so hot they were nearly banned in the uk!
spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
ham,S but not able to sleep.
spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.
ham,Shuhui has bought ron's present it's a swatch watch...
spam,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04
ham,Well I'm going to be an aunty!
ham,What is the plural of the noun research?
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
ham,Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later
ham,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u
ham,Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
ham,K..k...from tomorrow onwards started ah?
ham,Yeah do! DonÛ÷t stand to close tho- youÛ÷ll catch something!
ham,Carry on not disturbing both of you
ham,No b4 Thursday
ham,Sorry * was at the grocers.
ham,Huh but i cant go 2 ur house empty handed right?
ham,G wants to know where the fuck you are
ham,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore"
ham,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night
ham,Finally the match heading towards draw as your prediction.
ham,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!
ham,Hope you are having a good week. Just checking in
ham,Studying. But i.ll be free next weekend.
ham,Nope... Think i will go for it on monday... Sorry i replied so late
ham,\Hey sorry I didntgive ya a a bellearlier hunny
ham,Anything lar then Ì_ not going home 4 dinner?
ham,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?
ham,I dont want to hear philosophy. Just say what happen
spam,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV
ham,"I'm in solihull, | do you want anything?"
ham,My exam is for february 4. Wish you a great day.
